cell,integration_cluster
X121826154798443_Y_.T,5
X121826154858862_Y_.T,6
X121826155313891_Y_.T,0
X121826167896358_Y_.T,1
X121826186255132_Y_.T,5
X121826186483493_Y_.T,1
X121826186771316_Y_.T,4
X121879156379046_Y_.T,4
X121879156386205_Y_.T,5
X121879171100068_Y_.T,0
X121879171614510_Y_.T,0
X121879183608549_Y_.T,0
X121879183645036_Y_.T,0
X121879184133038_Y_.T,8
X121879184164662_Y_.T,1
X121879184172910_Y_.T,8
X121879184193372_Y_.T,0
X121879202225014_Y_.T,4
X121879202293995_Y_.T,1
X121879202752924_Y_.T,10
X121879203044059_Y_.T,1
X121896067517366_Y_.T,8
X121896068339485_Y_.T,2
X121896082458421_Y_.T,1
X121896094846299_Y_.T,5
X121896094881635_Y_.T,5
X121896113989467_Y_.T,0
X121955406793005_Y_.T,0
X121955437918638_Y_.T,0
X121955437956382_Y_.T,8
X121965727108389_Y_.T,1
X121965727303412_Y_.T,5
X121965727303515_Y_.T,1
X121965741305141_Y_.T,9
X121965741493678_Y_.T,14
X121965741497068_Y_.T,0
X121965741987740_Y_.T,1
X121965753887134_Y_.T,3
X122282749094812_Y_.T,4
X122282763536741_Y_.T,0
X122282763742627_Y_.T,5
X122282795547374_Y_.T,12
X122282795714910_Y_.T,6
X122293352356075_Y_.T,0
X122293352512435_Y_.T,1
X122293352576941_Y_.T,4
X122293352851699_Y_.T,1
X122293352876893_Y_.T,1
X122293367467251_Y_.T,9
X122293379782518_Y_.T,0
X122293398170549_Y_.T,0
X122293398387613_Y_.T,1
X122293398923102_Y_.T,1
X122308384417699_Y_.T,9
X122308384708340_Y_.T,5
X122308384962342_Y_.T,0
X122308385199915_Y_.T,0
X122308399130486_Y_.T,5
X122308411682091_Y_.T,9
X122308411938603_Y_.T,2
X122308412497140_Y_.T,5
X122308430876022_Y_.T,2
X122308431076772_Y_.T,4
X122308431374046_Y_.T,0
X122310397705124_Y_.T,0
X122310397709035_Y_.T,0
X122310398458662_Y_.T,2
X122310412945628_Y_.T,2
X122310413182691_Y_.T,4
X122310425004468_Y_.T,1
X122310444050292_Y_.T,0
X122428778499492_Y_.T,1
X122428792393139_Y_.T,8
X122428792429876_Y_.T,7
X122428792687013_Y_.T,4
X122428805048740_Y_.T,1
X122428805565276_Y_.T,8
X122428823849780_Y_.T,1
X122428824672094_Y_.T,9
X122428824706277_Y_.T,1
X122436428412844_Y_.T,7
X122436428674854_Y_.T,1
X122436428715822_Y_.T,1
X122436443102107_Y_.T,1
X122436443359133_Y_.T,5
X122436455459236_Y_.T,0
X122436455619805_Y_.T,5
X122436456175900_Y_.T,0
X122436474492709_Y_.T,0
X122514677877093_Y_.T,12
X122514704586606_Y_.T,0
X122514705107317_Y_.T,8
X122514724011310_Y_.T,1
X122514724051227_Y_.T,5
X125042399537059_Y_.T,1
X125042399762283_Y_.T,5
X125042399800172_Y_.T,5
X125042400054507_Y_.T,0
X125042414546230_Y_.T,4
X125042415061723_Y_.T,1
X125042426857323_Y_.T,2
X125042427288478_Y_.T,0
X125042427542773_Y_.T,8
X125042427608286_Y_.T,4
X125042427641053_Y_.T,1
X125197018426203_Y_.T,4
X125197018578227_Y_.T,10
X125197033848035_Y_.T,2
X125197045688734_Y_.T,1
X125197046398318_Y_.T,5
X125239699586422_Y_.T,0
X125239699893019_Y_.T,5
X125239700417372_Y_.T,1
X125239714535726_Y_.T,10
X125239726881637_Y_.T,1
X125239727384371_Y_.T,0
X125239746480478_Y_.T,0
X125239746508531_Y_.T,0
X125247365003108_Y_.T,4
X125247377267549_Y_.T,1
X125247377271726_Y_.T,12
X125247377333107_Y_.T,6
X125247377562909_Y_.T,1
X125247396440805_Y_.T,3
X125247396441371_Y_.T,3
X125247396632997_Y_.T,7
X125247396957429_Y_.T,1
X125677920709046_Y_.T,1
X125677921221430_Y_.T,5
X125677935454491_Y_.T,1
X125677935900917_Y_.T,5
X125677936004446_Y_.T,4
X125677948037411_Y_.T,0
X125677948057446_Y_.T,4
X125677948325220_Y_.T,4
X125677966683052_Y_.T,8
X125677967129835_Y_.T,4
X125677967195494_Y_.T,0
X125677967396214_Y_.T,1
X125719930591006_Y_.T,1
X125719930879285_Y_.T,4
X125719931173596_Y_.T,1
X125719931174116_Y_.T,0
X125719945533294_Y_.T,1
X125719945602932_Y_.T,0
X125719946054046_Y_.T,0
X125719946156251_Y_.T,7
X125719946160932_Y_.T,0
X125719958116637_Y_.T,0
X125719958370141_Y_.T,0
X125719958379227_Y_.T,5
X125719958673710_Y_.T,9
X125719977314731_Y_.T,0
X125719977573619_Y_.T,10
X125728252615075_Y_.T,1
X125728299079388_Y_.T,6
X125745298262875_Y_.T,5
X125745312778022_Y_.T,4
X125745312983260_Y_.T,0
X125745313204638_Y_.T,1
X125745325358453_Y_.T,3
X125745325554419_Y_.T,4
X125745325824820_Y_.T,1
X125745344174885_Y_.T,8
X125745344179116_Y_.T,4
X126132113495990_Y_.T,1
X126132113759076_Y_.T,2
X126132113828764_Y_.T,8
X126132114012062_Y_.T,0
X126132114053421_Y_.T,2
X126132128270118_Y_.T,4
X126132128275675_Y_.T,8
X126132128507806_Y_.T,0
X126132159433139_Y_.T,12
X126132160224486_Y_.T,0
X126149024931101_Y_.T,14
X126149024999141_Y_.T,0
X126149039344557_Y_.T,5
X126149039347500_Y_.T,0
X126149051968357_Y_.T,0
X126149052250547_Y_.T,0
X126149052549980_Y_.T,0
X126149071431390_Y_.T,1
X126218818501404_Y_.T,8
X126218832599275_Y_.T,5
X126218845248422_Y_.T,5
X126218845673900_Y_.T,4
X126218845939420_Y_.T,8
X126218846034347_Y_.T,1
X126218846038836_Y_.T,1
X126218864121773_Y_.T,5
X126218864637734_Y_.T,0
X126227542661918_Y_.T,4
X126227557046070_Y_.T,0
X126227569630444_Y_.T,0
X126227588172213_Y_.T,5
X126227588438830_Y_.T,2
X126293980432227_Y_.T,1
X126293980670683_Y_.T,0
X126293994748342_Y_.T,0
X126293994847083_Y_.T,5
X126293995337653_Y_.T,0
X126294007695260_Y_.T,3
X126364041726886_Y_.T,5
X126364041829739_Y_.T,8
X126364041832814_Y_.T,5
X126364042324828_Y_.T,5
X126364069055389_Y_.T,1
X126364087900910_Y_.T,1
X126364088428779_Y_.T,2
X126680930137900_Y_.T,4
X126680945085283_Y_.T,1
X126680957151579_Y_.T,10
X126680957606251_Y_.T,1
X126680975993573_Y_.T,1
X126680976287454_Y_.T,0
X126681600965852_Y_.T,2
X126681615297454_Y_.T,0
X126681628236214_Y_.T,5
X126681628456692_Y_.T,0
X126681628690270_Y_.T,5
X126681647077107_Y_.T,2
X126706324270307_Y_.T,1
X126706342870262_Y_.T,5
X126706342874398_Y_.T,1
X126706343438173_Y_.T,12
X126706343693661_Y_.T,1
X126707773336349_Y_.T,6
X126707773654892_Y_.T,0
X126707788045108_Y_.T,5
X126707800697571_Y_.T,1
X126707819298228_Y_.T,0
X126707819472693_Y_.T,14
X126765621000949_Y_.T,2
X126765621700918_Y_.T,1
X126765621766446_Y_.T,0
X126765635585966_Y_.T,2
X126765648431845_Y_.T,0
X126765667371365_Y_.T,0
X126776224111020_Y_.T,2
X126776224365875_Y_.T,8
X126776224898349_Y_.T,9
X126776224900910_Y_.T,0
X126776239085790_Y_.T,1
X126776239376813_Y_.T,5
X126776239573347_Y_.T,0
X126776251411251_Y_.T,0
X126776270509861_Y_.T,11
X126776270768029_Y_.T,1
X126776270863788_Y_.T,4
X126834206239604_Y_.T,1
X126834206521118_Y_.T,1
X126834206694198_Y_.T,0
X126834206959836_Y_.T,8
X126834221177755_Y_.T,0
X126834221406006_Y_.T,1
X126834221442974_Y_.T,1
X126834221694179_Y_.T,4
X126834233755365_Y_.T,11
X126834252928757_Y_.T,0
X126834253162741_Y_.T,12
X126835145718509_Y_.T,6
X126835145758454_Y_.T,5
X126835146217891_Y_.T,0
X126835146250612_Y_.T,2
X126835146279196_Y_.T,0
X126835160463220_Y_.T,0
X126835160468854_Y_.T,0
X126835160922851_Y_.T,4
X126835173284659_Y_.T,0
X126835173804829_Y_.T,0
X126835173845812_Y_.T,2
X126835192682725_Y_.T,0
X126836622190364_Y_.T,4
X126836622715628_Y_.T,5
X126836622912222_Y_.T,0
X126836637063390_Y_.T,0
X126836649605557_Y_.T,4
X126836649871596_Y_.T,12
X126885746076957_Y_.T,0
X126885746293157_Y_.T,0
X126885761018076_Y_.T,5
X126885773330229_Y_.T,1
X126885773601628_Y_.T,0
X126885792693091_Y_.T,1
X126885792770293_Y_.T,2
X126886685300510_Y_.T,0
X126886685366045_Y_.T,5
X126886700019052_Y_.T,5
X126886700342491_Y_.T,4
X126886700596507_Y_.T,5
X126886700767523_Y_.T,0
X126886712929139_Y_.T,5
X126886713153444_Y_.T,9
X126886713412005_Y_.T,10
X129457492024683_Y_.T,1
X129457492192603_Y_.T,0
X129457506871539_Y_.T,4
X129457507167603_Y_.T,8
X129457519552237_Y_.T,0
X129457538063132_Y_.T,5
X129457538127582_Y_.T,5
X129457538361262_Y_.T,9
X129497354386677_Y_.T,1
X129497355205851_Y_.T,3
X129497369303900_Y_.T,0
X129497369360739_Y_.T,12
X129497369791900_Y_.T,4
X129497400494443_Y_.T,5
X129497401322795_Y_.T,5
X129565686099301_Y_.T,4
X129565686425334_Y_.T,0
X129565686679398_Y_.T,5
X129565698710372_Y_.T,5
X129565717903142_Y_.T,5
X129565718134062_Y_.T,2
X129582985300844_Y_.T,0
X129582985305446_Y_.T,5
X129582999989021_Y_.T,0
X129583000010094_Y_.T,5
X129583000738037_Y_.T,0
X129583000799963_Y_.T,4
X129583012829926_Y_.T,4
X129583013128043_Y_.T,0
X129583031634348_Y_.T,14
X129583032191926_Y_.T,8
X129663530620854_Y_.T,4
X129663530817372_Y_.T,0
X129663530843382_Y_.T,0
X129663543466803_Y_.T,0
X129663543471331_Y_.T,5
X129663543758044_Y_.T,4
X129663544023323_Y_.T,0
X129978418027379_Y_.T,10
X129978437364659_Y_.T,0
X130057579190108_Y_.T,9
X130057593896302_Y_.T,6
X130057594129764_Y_.T,4
X130057594652518_Y_.T,6
X130057594685358_Y_.T,4
X130057606945637_Y_.T,0
X130057607170348_Y_.T,4
X130057625320803_Y_.T,13
X130057625594782_Y_.T,0
X130126433146612_Y_.T,11
X130126433377716_Y_.T,1
X130126448314270_Y_.T,2
X130126460934899_Y_.T,5
X130126460937950_Y_.T,10
X130126478949677_Y_.T,2
X130126479309686_Y_.T,1
X130126479805685_Y_.T,0
X130126479808741_Y_.T,9
X130134889360094_Y_.T,4
X130134903253942_Y_.T,3
X130134903511771_Y_.T,0
X130134904006573_Y_.T,4
X130134904040798_Y_.T,5
X130134915836723_Y_.T,2
X130134915857627_Y_.T,0
X130134916118876_Y_.T,1
X130134916156213_Y_.T,1
X130134934678773_Y_.T,2
X130134935256486_Y_.T,5
X130142270834973_Y_.T,7
X130142271133941_Y_.T,5
X130142271301422_Y_.T,5
X130142285557046_Y_.T,9
X130142286011124_Y_.T,1
X130142286015859_Y_.T,1
X130142286036195_Y_.T,1
X130142297775022_Y_.T,1
X130142297844444_Y_.T,0
X130142298299805_Y_.T,0
X130142298561269_Y_.T,0
X130142316717867_Y_.T,4
X130142316751156_Y_.T,4
X130142317274908_Y_.T,0
X130142317528924_Y_.T,1
X130144686460332_Y_.T,10
X130144701106525_Y_.T,0
X130144713792422_Y_.T,9
X130144713796965_Y_.T,4
X130144713959860_Y_.T,0
X130144732829422_Y_.T,1
X130144733092189_Y_.T,1
X130144733456606_Y_.T,0
X130184146471860_Y_.T,1
X130184161413869_Y_.T,5
X130184173995829_Y_.T,5
X130184174263196_Y_.T,5
X130184192847203_Y_.T,1
X130184192879341_Y_.T,5
X130184193104739_Y_.T,4
X130184193195366_Y_.T,5
X130185489407395_Y_.T,0
X130185503304622_Y_.T,0
X130185503356654_Y_.T,0
X130185504111476_Y_.T,5
X130185504124254_Y_.T,0
X130185515883438_Y_.T,0
X130185515977523_Y_.T,0
X130185515985132_Y_.T,5
X130185516174068_Y_.T,0
X130185516236070_Y_.T,3
X130185535114677_Y_.T,0
X130185535276915_Y_.T,5
X130194213288364_Y_.T,5
X130194240367389_Y_.T,5
X130194240821469_Y_.T,1
X130194258934622_Y_.T,0
X130194259004764_Y_.T,6
X130194259008220_Y_.T,1
X130203876478380_Y_.T,5
X130203876804468_Y_.T,1
X130203891230643_Y_.T,0
X130203891387700_Y_.T,0
X130203891940212_Y_.T,5
X130203903969517_Y_.T,0
X130203903977908_Y_.T,0
X130203904043299_Y_.T,2
X130203904073014_Y_.T,2
X130203904522485_Y_.T,1
X130203904523699_Y_.T,5
X130203922586342_Y_.T,1
X130203923434741_Y_.T,0
X130529086073572_Y_.T,0
X130529086294836_Y_.T,2
X130529086303094_Y_.T,0
X130529086782302_Y_.T,15
X130529100942644_Y_.T,1
X130529101465955_Y_.T,5
X130529113783148_Y_.T,0
X130529114114845_Y_.T,1
X130529132440301_Y_.T,2
X130531395521395_Y_.T,0
X130531395815147_Y_.T,5
X130531413941046_Y_.T,1
X130624783836981_Y_.T,5
X130624783866654_Y_.T,0
X130624784124765_Y_.T,10
X130624798189997_Y_.T,4
X130624810864046_Y_.T,5
X130624829738421_Y_.T,0
X130624829970149_Y_.T,5
X130675114883437_Y_.T,12
X130675115683045_Y_.T,0
X130675115710708_Y_.T,7
X130675142969699_Y_.T,2
X130675143002533_Y_.T,1
X130675143038822_Y_.T,2
X130675161123572_Y_.T,0
X130675161316779_Y_.T,1
X130675161807715_Y_.T,5
X130693100431795_Y_.T,0
X130693115103606_Y_.T,8
X130693115529971_Y_.T,2
X130693115571123_Y_.T,1
X130693146524958_Y_.T,1
X130736333675868_Y_.T,2
X130736345467677_Y_.T,8
X130736364406710_Y_.T,2
X130754438424411_Y_.T,5
X130754452801454_Y_.T,1
X130754452805358_Y_.T,5
X130754453036388_Y_.T,1
X130754453129947_Y_.T,0
X130754465126764_Y_.T,5
X130754465388390_Y_.T,4
X130761014601643_Y_.T,0
X130761014794981_Y_.T,5
X130761014798710_Y_.T,8
X130761029703908_Y_.T,1
X130761041800108_Y_.T,1
X130761041853813_Y_.T,2
X130761042120036_Y_.T,5
X130761042283445_Y_.T,1
X130761060899165_Y_.T,12
X130761060969244_Y_.T,4
X130761060992819_Y_.T,1
X130761061186779_Y_.T,4
X131089713748267_Y_.T,2
X131089728194917_Y_.T,1
X131089728231133_Y_.T,1
X131089741233004_Y_.T,0
X131089741559644_Y_.T,0
X131089760414053_Y_.T,6
X131097901022517_Y_.T,0
X131097915681643_Y_.T,0
X131097916201251_Y_.T,2
X131097928255333_Y_.T,0
X131097947486947_Y_.T,5
X131097947723557_Y_.T,4
X131175210674605_Y_.T,0
X131175225092525_Y_.T,4
X131175225419500_Y_.T,0
X131175237671646_Y_.T,10
X131175256344500_Y_.T,4
X131175256832814_Y_.T,2
X131175256898918_Y_.T,0
X131175256905461_Y_.T,0
X131175257132388_Y_.T,3
X131217354767667_Y_.T,5
X131217355304165_Y_.T,0
X131217369450293_Y_.T,1
X131217401263910_Y_.T,8
X131217401462189_Y_.T,4
X131234280687973_Y_.T,5
X131234280921908_Y_.T,5
X131234280925470_Y_.T,0
X131234280954652_Y_.T,5
X131234293233566_Y_.T,0
X131234293467996_Y_.T,1
X131242051419428_Y_.T,5
X131242051427051_Y_.T,5
X131242051452203_Y_.T,7
X131242065358133_Y_.T,6
X131242065812827_Y_.T,5
X131242065872621_Y_.T,1
X131242078129525_Y_.T,5
X131242078627555_Y_.T,3
X131242096971123_Y_.T,5
X131242097044707_Y_.T,2
X131242097228086_Y_.T,0
X131242097596643_Y_.T,9
X131293456035228_Y_.T,1
X131293456264092_Y_.T,2
X131293456325340_Y_.T,0
X131293456557877_Y_.T,5
X131293470964524_Y_.T,0
X131293470977253_Y_.T,8
X131293471169371_Y_.T,4
X131293471491868_Y_.T,4
X131293483285349_Y_.T,0
X131293483322782_Y_.T,1
X131293484047587_Y_.T,0
X131293502983078_Y_.T,5
X131309576804213_Y_.T,0
X131309577292724_Y_.T,2
X131309577553779_Y_.T,4
X131309577559396_Y_.T,2
X131309577656235_Y_.T,4
X131309608258973_Y_.T,0
X131309608855389_Y_.T,2
X131309609007406_Y_.T,1
X131309609011942_Y_.T,1
X131310501870508_Y_.T,9
X131310516332270_Y_.T,7
X131310516583147_Y_.T,9
X131310516845283_Y_.T,9
X131310517180635_Y_.T,0
X131310528940446_Y_.T,2
X131310529169245_Y_.T,4
X131310529211165_Y_.T,4
X131310529211294_Y_.T,5
X131310529669555_Y_.T,0
X131310529695006_Y_.T,5
X131310547843500_Y_.T,0
X131310548085662_Y_.T,5
X131310548368099_Y_.T,1
X133829902842796_Y_.T,0
X133829902875957_Y_.T,2
X133829903403430_Y_.T,4
X133829917587893_Y_.T,2
X133829917591397_Y_.T,9
X133829917850870_Y_.T,1
X133829930145628_Y_.T,0
X133829930174181_Y_.T,5
X133829948718387_Y_.T,1
X133829949606750_Y_.T,2
X133854464458165_Y_.T,1
X133854464793963_Y_.T,4
X133854479149996_Y_.T,1
X133854492215725_Y_.T,1
X133895266678629_Y_.T,0
X133895266884893_Y_.T,2
X133895266945309_Y_.T,1
X133895293922603_Y_.T,4
X133895294212446_Y_.T,0
X133895294434029_Y_.T,7
X133895294708142_Y_.T,5
X133895313046955_Y_.T,0
X133895313341283_Y_.T,4
X133974589298397_Y_.T,5
X133974589357301_Y_.T,5
X133974590155483_Y_.T,11
X133974616828340_Y_.T,5
X133974617344859_Y_.T,10
X133974617348853_Y_.T,0
X133974617447660_Y_.T,0
X133974635493726_Y_.T,3
X133982105593628_Y_.T,4
X133982105820453_Y_.T,5
X133982120752883_Y_.T,0
X133982121060662_Y_.T,5
X133982133049180_Y_.T,5
X133982133271404_Y_.T,1
X133982151665563_Y_.T,6
X133982151722934_Y_.T,0
X133982151961971_Y_.T,0
X134033645913963_Y_.T,0
X134033672719269_Y_.T,0
X134033672981340_Y_.T,0
X134033691589532_Y_.T,1
X134041161811877_Y_.T,0
X134041162111859_Y_.T,1
X134041162115806_Y_.T,10
X134041189403045_Y_.T,1
X134041207532851_Y_.T,14
X134041208245045_Y_.T,1
X134041208318174_Y_.T,5
X134376303483299_Y_.T,0
X134376303835419_Y_.T,4
X134376318195438_Y_.T,1
X134376330315627_Y_.T,0
X134376330483997_Y_.T,1
X134376331036470_Y_.T,0
X134376349153206_Y_.T,0
X134376349390709_Y_.T,14
X134376349689700_Y_.T,0
X134377511470963_Y_.T,7
X134377538280806_Y_.T,1
X134377557158763_Y_.T,0
X134377557580125_Y_.T,0
X134377557636852_Y_.T,6
X134377557904220_Y_.T,1
X134447989963181_Y_.T,5
X134447990697381_Y_.T,5
X134448002591149_Y_.T,10
X134448002780005_Y_.T,2
X134448002841973_Y_.T,5
X134448003042163_Y_.T,1
X134448003275509_Y_.T,1
X134448003300277_Y_.T,2
X134448003303838_Y_.T,8
X134448021358494_Y_.T,5
X134448021683486_Y_.T,1
X134448021686629_Y_.T,0
X134472805607789_Y_.T,5
X134472805857054_Y_.T,0
X134472806288166_Y_.T,1
X134472820185443_Y_.T,2
X134472820211044_Y_.T,5
X134472820977061_Y_.T,5
X134472833321843_Y_.T,0
X134472833579957_Y_.T,4
X134472833583518_Y_.T,0
X134472851638709_Y_.T,4
X134522331843510_Y_.T,0
X134522346563820_Y_.T,2
X134522346583908_Y_.T,1
X134522347120542_Y_.T,2
X134522359147365_Y_.T,0
X134522359429468_Y_.T,4
X134522359634204_Y_.T,15
X134522377984742_Y_.T,0
X134522378534123_Y_.T,15
X134530787634588_Y_.T,0
X134530787851507_Y_.T,10
X134530787883939_Y_.T,1
X134530787924700_Y_.T,5
X134530787927979_Y_.T,0
X134530788079478_Y_.T,0
X134530788149491_Y_.T,4
X134530788416820_Y_.T,1
X134530802302371_Y_.T,5
X134530802314523_Y_.T,4
X134530802564333_Y_.T,11
X134530803100893_Y_.T,5
X134530814860125_Y_.T,0
X134530833758054_Y_.T,1
X134530833799389_Y_.T,8
X134530834021606_Y_.T,7
X134531727088933_Y_.T,2
X134531727419294_Y_.T,1
X134531727669030_Y_.T,0
X134531727904164_Y_.T,1
X134531741773108_Y_.T,9
X134531741833949_Y_.T,0
X134531742029678_Y_.T,1
X134531742391539_Y_.T,9
X134531742612707_Y_.T,4
X134531754608492_Y_.T,0
X134531773492518_Y_.T,5
X134531774007646_Y_.T,8
X134539646290347_Y_.T,1
X134539646449453_Y_.T,9
X134539646458724_Y_.T,1
X134539646551907_Y_.T,1
X134539673458973_Y_.T,4
X134539674007790_Y_.T,1
X134539692403499_Y_.T,1
X134540451506398_Y_.T,4
X134540451571947_Y_.T,9
X134540451866996_Y_.T,1
X134540452051755_Y_.T,5
X134540452096228_Y_.T,5
X134540465986334_Y_.T,5
X134540478798619_Y_.T,1
X134540479289588_Y_.T,0
X134540479290101_Y_.T,14
X134540479387948_Y_.T,0
X134540497639718_Y_.T,0
X134540497663862_Y_.T,5
X134540497705716_Y_.T,1
X134540498258854_Y_.T,11
X134592125065644_Y_.T,6
X134592125332253_Y_.T,0
X134592125388581_Y_.T,1
X134592140537054_Y_.T,1
X134592152881509_Y_.T,1
X134592171465459_Y_.T,4
X134592171788013_Y_.T,0
X134600581302181_Y_.T,10
X134600581303131_Y_.T,0
X134600581368668_Y_.T,2
X134600595721524_Y_.T,0
X134600608373555_Y_.T,4
X134600608901867_Y_.T,0
X134600627181853_Y_.T,0
X134936662498148_Y_.T,1
X134936662595829_Y_.T,1
X134936662849819_Y_.T,5
X134936676978020_Y_.T,2
X134936677440868_Y_.T,5
X134936689817332_Y_.T,1
X134936690056419_Y_.T,10
X134936708107622_Y_.T,1
X134936708173086_Y_.T,1
X134936708437726_Y_.T,1
X134936708660014_Y_.T,5
X134936708999405_Y_.T,0
X134938004442477_Y_.T,5
X134938018866926_Y_.T,5
X134938018867996_Y_.T,2
X134938019387180_Y_.T,0
X134938031414190_Y_.T,5
X134938031962908_Y_.T,10
X134938050289006_Y_.T,0
X134938050612573_Y_.T,11
X134938051107627_Y_.T,5
X134938051135790_Y_.T,1
X135014240115428_Y_.T,10
X135014240406436_Y_.T,0
X135014254599595_Y_.T,6
X135014267415269_Y_.T,0
X135014267440037_Y_.T,0
X135014267940125_Y_.T,4
X135014267959669_Y_.T,4
X135014286506798_Y_.T,5
X135064437548955_Y_.T,10
X135064437812068_Y_.T,1
X135064438028190_Y_.T,4
X135064451963630_Y_.T,3
X135064452722085_Y_.T,5
X135064452811558_Y_.T,5
X135064452819315_Y_.T,0
X135064465069926_Y_.T,0
X135064483711333_Y_.T,2
X135064483719020_Y_.T,9
X135064484203446_Y_.T,6
X135064484244779_Y_.T,1
X135081885556005_Y_.T,4
X135081885619997_Y_.T,0
X135081886074789_Y_.T,5
X135081913600310_Y_.T,0
X135081913600859_Y_.T,9
X135081931692918_Y_.T,1
X135081931786166_Y_.T,5
X135081932512692_Y_.T,7
X135149129001700_Y_.T,0
X135149143641308_Y_.T,1
X135149143840619_Y_.T,1
X135149143935276_Y_.T,10
X135149155968947_Y_.T,2
X135149156488989_Y_.T,0
X135149175040356_Y_.T,3
X135149175597291_Y_.T,0
X135150471080733_Y_.T,9
X135150471165859_Y_.T,5
X135150471670003_Y_.T,0
X135150485498798_Y_.T,0
X135150498343262_Y_.T,7
X135150498430198_Y_.T,1
X135150517049774_Y_.T,5
X135571512150837_Y_.T,0
X135571512682739_Y_.T,2
X135571527063340_Y_.T,4
X135571539446509_Y_.T,1
X135571539901347_Y_.T,0
X135571539970787_Y_.T,12
X135571558034654_Y_.T,1
X135571558845350_Y_.T,5
X135699958980003_Y_.T,9
X135699972966766_Y_.T,0
X135699973433564_Y_.T,8
X135699973466014_Y_.T,8
X135699985750811_Y_.T,0
X135699985812190_Y_.T,9
X135699986036468_Y_.T,4
X135700004624292_Y_.T,0
X155842550033755_Y_.T,6
X155842550294318_Y_.T,2
X155842550360924_Y_.T,5
X155842564470710_Y_.T,10
X155842564541668_Y_.T,5
X155842564733667_Y_.T,0
X155842564746548_Y_.T,5
X155842565003677_Y_.T,1
X155842576805163_Y_.T,5
X155842577550261_Y_.T,0
X155842577587427_Y_.T,5
X155842595941292_Y_.T,1
X155888854685469_Y_.T,0
X155888854686644_Y_.T,2
X155888869554614_Y_.T,1
X155888881912605_Y_.T,1
X155888882400108_Y_.T,8
X155888900790566_Y_.T,0
X155888901275059_Y_.T,4
X155888901348636_Y_.T,3
X155888901372654_Y_.T,0
X155888901379877_Y_.T,10
X155911403990245_Y_.T,0
X155911418136436_Y_.T,0
X155911418165613_Y_.T,5
X155911418210164_Y_.T,4
X155911418730740_Y_.T,5
X155911430818526_Y_.T,3
X155911430978412_Y_.T,14
X155911449332149_Y_.T,5
X155911449922995_Y_.T,1
X155911450151733_Y_.T,3
X155911450180396_Y_.T,4
X155971398588189_Y_.T,5
X155971398613356_Y_.T,5
X155971398810867_Y_.T,0
X155971398883629_Y_.T,0
X155971399338933_Y_.T,9
X155971399370525_Y_.T,0
X155971399400667_Y_.T,1
X155971413204269_Y_.T,4
X155971413235573_Y_.T,0
X155971413982581_Y_.T,0
X155972606551902_Y_.T,0
X155972606846891_Y_.T,2
X155972621777268_Y_.T,1
X155972633803621_Y_.T,1
X155972652681651_Y_.T,9
X155972652951397_Y_.T,5
X155972653430574_Y_.T,4
X155972653504795_Y_.T,5
X156024146605869_Y_.T,1
X156024161134381_Y_.T,4
X156024161355629_Y_.T,5
X156024174206238_Y_.T,4
X156024192560499_Y_.T,9
X156024193108700_Y_.T,5
X156453508861291_Y_.T,2
X156453523277742_Y_.T,2
X156453536123117_Y_.T,9
X156453536188133_Y_.T,9
X156453554810165_Y_.T,1
X156453555026341_Y_.T,0
X156453555066590_Y_.T,0
X156453555092398_Y_.T,0
X156453555358427_Y_.T,8
X156463306500908_Y_.T,4
X156463306566453_Y_.T,1
X156463306815213_Y_.T,9
X156463306815915_Y_.T,1
X156463306860459_Y_.T,1
X156463322057571_Y_.T,5
X156463334283692_Y_.T,5
X156515919842230_Y_.T,15
X156515920361246_Y_.T,5
X156515920463715_Y_.T,5
X156515935317235_Y_.T,4
X156515935403357_Y_.T,5
X156515947203446_Y_.T,0
X156515947698084_Y_.T,5
X156515966015269_Y_.T,4
X156515966830894_Y_.T,14
X156933471194038_Y_.T,7
X156933471233822_Y_.T,1
X156933471497116_Y_.T,2
X156933471521053_Y_.T,4
X156933485911468_Y_.T,0
X156933486659939_Y_.T,2
X156933517864158_Y_.T,1
X156933517884267_Y_.T,2
X157004338228525_Y_.T,9
X157004338521827_Y_.T,2
X157004352896244_Y_.T,0
X157004352907566_Y_.T,0
X157004352940894_Y_.T,4
X157004353129197_Y_.T,5
X157004365516190_Y_.T,0
X157004366305189_Y_.T,0
X157004385119590_Y_.T,2
X157071983986420_Y_.T,0
X157071984248622_Y_.T,8
X157071984253340_Y_.T,4
X157071998568876_Y_.T,0
X157071998637859_Y_.T,7
X157071998830443_Y_.T,4
X157071999355188_Y_.T,5
X157072011979182_Y_.T,5
X157140435458916_Y_.T,5
X157140462721950_Y_.T,0
X157140462758748_Y_.T,5
X157140462819622_Y_.T,5
X157140481101213_Y_.T,1
X157140481693620_Y_.T,0
X157477617232286_Y_.T,4
X157477617752358_Y_.T,0
X157477636008756_Y_.T,1
X157486582459614_Y_.T,5
X157486582512548_Y_.T,6
X157486582544748_Y_.T,4
X157486582815132_Y_.T,4
X157486583310579_Y_.T,0
X157486597172588_Y_.T,4
X157486597491500_Y_.T,5
X157486597752683_Y_.T,5
X157486597917086_Y_.T,4
X157486609716958_Y_.T,9
X157486609779102_Y_.T,1
X157486610005342_Y_.T,10
X157486610073524_Y_.T,9
X157486629468406_Y_.T,10
X157536914159461_Y_.T,5
