gene,sample_id,count
GENE_0340,S12,4
GENE_0039,S12,13
GENE_0147,S12,12
GENE_0466,S12,9
GENE_0151,S12,18
GENE_0292,S12,8
GENE_0416,S12,9
GENE_0435,S12,4
GENE_0308,S12,6
GENE_0159,S12,36
GENE_0253,S12,6
GENE_0341,S12,80
GENE_0457,S12,5
GENE_0333,S12,27
GENE_0316,S12,37
GENE_0028,S12,3
GENE_0319,S12,6
GENE_0278,S12,1
GENE_0370,S12,54
GENE_0217,S12,10
GENE_0091,S12,200
GENE_0086,S12,3
GENE_0343,S12,23
GENE_0356,S13,4
GENE_0233,S13,11
GENE_0232,S13,79
GENE_0160,S13,18
GENE_0049,S13,3
GENE_0245,S13,32
GENE_0130,S13,55
GENE_0477,S13,16
GENE_0054,S13,9
GENE_0427,S13,2
GENE_0349,S13,20
GENE_0018,S13,17
GENE_0207,S13,39
GENE_0282,S13,7
GENE_0298,S13,40
GENE_0004,S13,9
GENE_0241,S13,50
GENE_0265,S13,12
GENE_0249,S13,89
GENE_0126,S13,5
GENE_0385,S13,42
GENE_0310,S13,15
GENE_0276,S13,4
GENE_0070,S13,6
GENE_0306,S13,10
GENE_0201,S13,13
GENE_0075,S13,18
GENE_0239,S13,5
GENE_0172,S13,14
GENE_0417,S13,118
GENE_0318,S13,91
GENE_0029,S13,23
GENE_0475,S13,18
GENE_0071,S13,13
GENE_0347,S13,30
GENE_0350,S13,6
GENE_0033,S13,10
GENE_0021,S13,4
GENE_0437,S13,15
GENE_0037,S13,23
GENE_0452,S13,11
GENE_0492,S13,80
GENE_0423,S13,3
GENE_0001,S13,3
GENE_0309,S13,13
GENE_0317,S13,25
GENE_0044,S13,75
GENE_0209,S13,7
GENE_0228,S13,42
GENE_0030,S13,8
GENE_0058,S13,10
GENE_0164,S13,25
GENE_0022,S13,31
GENE_0038,S13,6
GENE_0372,S13,57
GENE_0100,S13,41
GENE_0119,S13,10
GENE_0146,S13,19
GENE_0148,S13,20
GENE_0322,S13,8
GENE_0389,S13,2
GENE_0390,S13,5
GENE_0420,S13,17
GENE_0066,S13,20
GENE_0279,S13,9
GENE_0090,S13,9
GENE_0129,S13,28
GENE_0205,S13,1
GENE_0125,S13,33
GENE_0453,S13,1
GENE_0473,S13,10
GENE_0367,S13,6
GENE_0304,S13,3
GENE_0122,S13,40
GENE_0032,S13,12
GENE_0208,S13,16
GENE_0012,S13,10
GENE_0335,S13,15
GENE_0321,S13,13
GENE_0360,S13,2
GENE_0111,S13,29
GENE_0079,S13,7
GENE_0373,S13,2
GENE_0144,S13,9
GENE_0155,S13,58
GENE_0196,S13,27
GENE_0302,S13,15
GENE_0254,S13,8
GENE_0461,S13,13
GENE_0454,S13,145
GENE_0237,S13,33
GENE_0383,S13,22
GENE_0206,S13,37
GENE_0355,S13,5
GENE_0320,S13,18
GENE_0183,S13,8
GENE_0188,S13,13
GENE_0230,S13,4
GENE_0378,S13,25
GENE_0406,S13,8
GENE_0213,S13,19
GENE_0008,S13,20
GENE_0293,S13,8
GENE_0496,S13,3
GENE_0348,S13,21
GENE_0104,S13,22
GENE_0313,S13,31
GENE_0081,S13,0
GENE_0289,S13,111
GENE_0212,S13,13
GENE_0476,S13,26
GENE_0359,S13,4
GENE_0068,S13,13
GENE_0399,S13,2
GENE_0216,S13,5
GENE_0305,S13,40
GENE_0048,S13,14
GENE_0366,S13,10
GENE_0112,S13,12
GENE_0133,S13,31
GENE_0005,S13,17
GENE_0169,S13,17
GENE_0495,S13,133
GENE_0200,S13,11
GENE_0445,S13,16
GENE_0248,S13,24
GENE_0264,S13,46
GENE_0351,S13,39
GENE_0137,S13,43
GENE_0274,S13,8
GENE_0120,S13,78
GENE_0152,S13,1
GENE_0250,S13,11
GENE_0326,S13,4
GENE_0386,S13,18
GENE_0052,S13,21
GENE_0398,S13,17
GENE_0365,S13,14
GENE_0281,S13,75
GENE_0440,S13,23
GENE_0202,S13,7
GENE_0134,S13,23
GENE_0027,S13,46
GENE_0460,S13,2
GENE_0247,S13,26
GENE_0231,S13,33
GENE_0061,S13,6
GENE_0286,S13,39
GENE_0162,S13,14
GENE_0270,S13,16
GENE_0157,S13,10
GENE_0315,S13,8
GENE_0062,S13,3
GENE_0244,S13,0
GENE_0123,S13,73
GENE_0470,S13,11
GENE_0462,S13,6
GENE_0284,S13,0
GENE_0025,S13,7
GENE_0221,S13,6
GENE_0189,S13,42
GENE_0334,S13,29
GENE_0000,S13,10
GENE_0259,S13,121
GENE_0117,S13,29
GENE_0480,S13,10
GENE_0010,S13,1
GENE_0099,S13,138
GENE_0449,S13,7
GENE_0149,S13,4
GENE_0165,S13,27
GENE_0262,S13,114
GENE_0407,S13,56
GENE_0388,S13,19
GENE_0443,S13,24
GENE_0127,S13,37
GENE_0055,S13,25
GENE_0363,S13,12
GENE_0455,S13,25
GENE_0145,S13,27
GENE_0346,S13,5
GENE_0436,S13,9
GENE_0168,S13,3
GENE_0288,S13,18
GENE_0252,S13,0
GENE_0142,S13,0
GENE_0089,S13,20
GENE_0051,S13,59
GENE_0413,S13,24
GENE_0177,S13,1
GENE_0240,S13,1
GENE_0478,S13,27
GENE_0186,S13,3
GENE_0088,S13,13
GENE_0439,S13,13
GENE_0344,S13,4
GENE_0007,S13,11
GENE_0411,S13,2
GENE_0105,S13,10
GENE_0429,S13,22
GENE_0256,S13,2
GENE_0394,S13,20
GENE_0140,S13,11
GENE_0203,S13,19
GENE_0098,S13,8
GENE_0376,S13,35
GENE_0064,S13,14
GENE_0497,S13,3
GENE_0481,S13,7
GENE_0498,S13,14
GENE_0215,S13,12
GENE_0431,S13,18
GENE_0017,S13,4
GENE_0491,S13,2
GENE_0235,S13,5
GENE_0368,S13,28
GENE_0173,S13,0
GENE_0009,S13,9
GENE_0311,S13,12
GENE_0412,S13,24
GENE_0257,S13,7
GENE_0006,S13,29
GENE_0357,S13,7
GENE_0094,S13,10
GENE_0199,S13,10
GENE_0156,S13,108
GENE_0396,S13,3
GENE_0014,S13,23
GENE_0392,S13,17
GENE_0263,S13,20
GENE_0325,S13,4
GENE_0056,S13,10
GENE_0139,S13,5
GENE_0330,S13,8
GENE_0131,S13,32
GENE_0451,S13,96
GENE_0332,S13,14
GENE_0083,S13,6
GENE_0494,S13,8
GENE_0425,S13,138
GENE_0041,S13,8
GENE_0220,S13,64
GENE_0211,S13,67
GENE_0176,S13,4
GENE_0418,S13,27
GENE_0345,S13,27
GENE_0193,S13,11
GENE_0472,S13,5
GENE_0393,S13,9
GENE_0106,S13,8
GENE_0121,S13,6
GENE_0050,S13,2
GENE_0024,S13,9
GENE_0073,S13,7
GENE_0266,S13,15
GENE_0184,S13,4
GENE_0124,S13,17
GENE_0016,S13,26
GENE_0214,S13,2
GENE_0379,S13,12
GENE_0082,S13,49
GENE_0002,S13,5
GENE_0369,S13,49
GENE_0047,S13,21
GENE_0338,S13,4
GENE_0243,S13,10
GENE_0180,S13,14
GENE_0422,S13,4
GENE_0223,S13,24
GENE_0197,S13,8
GENE_0342,S13,26
GENE_0013,S13,6
GENE_0434,S13,11
GENE_0273,S13,4
GENE_0227,S13,9
GENE_0078,S13,39
GENE_0362,S13,36
GENE_0380,S13,18
GENE_0271,S13,3
GENE_0115,S13,6
GENE_0441,S13,54
GENE_0459,S13,15
GENE_0077,S13,95
GENE_0011,S13,21
GENE_0063,S13,15
GENE_0493,S13,11
GENE_0226,S13,22
GENE_0060,S13,12
GENE_0181,S13,18
GENE_0261,S13,34
GENE_0040,S13,2
GENE_0294,S13,2
GENE_0092,S13,1
GENE_0410,S13,28
GENE_0485,S13,3
GENE_0255,S13,1
GENE_0192,S13,13
GENE_0377,S13,157
GENE_0042,S13,9
GENE_0486,S13,34
GENE_0290,S13,17
GENE_0421,S13,12
GENE_0295,S13,38
GENE_0154,S13,9
GENE_0072,S13,15
GENE_0438,S13,24
GENE_0287,S13,6
GENE_0384,S13,26
GENE_0414,S13,10
GENE_0195,S13,7
GENE_0103,S13,14
GENE_0185,S13,1
GENE_0171,S13,10
GENE_0364,S13,18
GENE_0458,S13,34
GENE_0479,S13,26
GENE_0352,S13,12
GENE_0303,S13,31
GENE_0034,S13,55
GENE_0150,S13,30
GENE_0015,S13,14
GENE_0035,S13,3
GENE_0339,S13,6
GENE_0182,S13,13
GENE_0175,S13,4
GENE_0467,S13,12
GENE_0314,S13,17
GENE_0132,S13,11
GENE_0107,S13,8
GENE_0019,S13,16
GENE_0403,S13,7
GENE_0484,S13,2
GENE_0483,S13,3
GENE_0219,S13,7
GENE_0471,S13,3
GENE_0057,S13,36
GENE_0170,S13,43
GENE_0218,S13,34
GENE_0430,S13,6
GENE_0065,S13,64
GENE_0337,S13,21
GENE_0301,S13,12
GENE_0336,S13,7
GENE_0277,S13,9
GENE_0191,S13,2
GENE_0003,S13,14
GENE_0474,S13,9
GENE_0084,S13,19
GENE_0085,S13,15
GENE_0190,S13,76
GENE_0194,S13,18
GENE_0432,S13,0
GENE_0167,S13,3
GENE_0108,S13,18
GENE_0080,S13,3
GENE_0267,S13,2
GENE_0102,S13,4
GENE_0225,S13,4
GENE_0444,S13,32
GENE_0116,S13,20
GENE_0296,S13,10
GENE_0323,S13,0
GENE_0143,S13,7
GENE_0489,S13,16
GENE_0307,S13,1
GENE_0031,S13,11
GENE_0285,S13,15
GENE_0419,S13,24
GENE_0487,S13,8
GENE_0395,S13,4
GENE_0053,S13,37
GENE_0234,S13,14
GENE_0097,S13,7
GENE_0222,S13,2
GENE_0464,S13,7
GENE_0387,S13,3
GENE_0374,S13,8
GENE_0158,S13,105
GENE_0118,S13,5
GENE_0268,S13,4
GENE_0275,S13,49
GENE_0067,S13,7
GENE_0358,S13,4
GENE_0260,S13,34
GENE_0026,S13,7
GENE_0381,S13,106
GENE_0095,S13,4
GENE_0456,S13,12
GENE_0463,S13,127
GENE_0468,S13,9
GENE_0448,S13,38
GENE_0401,S13,17
GENE_0242,S13,35
GENE_0114,S13,49
GENE_0331,S13,19
GENE_0469,S13,9
GENE_0324,S13,19
GENE_0045,S13,5
GENE_0074,S13,78
GENE_0354,S13,11
GENE_0397,S13,11
GENE_0328,S13,23
GENE_0136,S13,6
GENE_0224,S13,12
GENE_0391,S13,25
GENE_0076,S13,5
GENE_0361,S13,6
GENE_0405,S13,25
GENE_0329,S13,37
GENE_0428,S13,18
GENE_0280,S13,55
GENE_0402,S13,3
GENE_0246,S13,4
GENE_0327,S13,57
GENE_0087,S13,8
GENE_0229,S13,12
GENE_0258,S13,44
GENE_0187,S13,22
GENE_0141,S13,23
GENE_0488,S13,101
GENE_0450,S13,11
GENE_0020,S13,36
GENE_0426,S13,22
GENE_0251,S13,9
GENE_0238,S13,55
GENE_0023,S13,23
GENE_0371,S13,23
GENE_0299,S13,40
GENE_0300,S13,10
GENE_0036,S13,4
GENE_0499,S13,9
GENE_0283,S13,1
GENE_0382,S13,82
GENE_0179,S13,6
GENE_0113,S13,9
GENE_0482,S13,4
GENE_0446,S13,9
GENE_0178,S13,15
GENE_0375,S13,27
GENE_0069,S13,7
GENE_0404,S13,10
GENE_0163,S13,19
GENE_0442,S13,10
GENE_0409,S13,53
GENE_0046,S13,31
GENE_0465,S13,18
GENE_0161,S13,36
GENE_0291,S13,29
GENE_0424,S13,16
GENE_0128,S13,7
GENE_0408,S13,17
GENE_0135,S13,11
GENE_0236,S13,5
GENE_0043,S13,16
GENE_0174,S13,38
GENE_0138,S13,11
GENE_0166,S13,10
GENE_0400,S13,80
GENE_0415,S13,18
GENE_0272,S13,158
GENE_0204,S13,21
GENE_0210,S13,1
GENE_0353,S13,26
GENE_0312,S13,10
GENE_0198,S13,56
GENE_0096,S13,27
GENE_0093,S13,12
GENE_0101,S13,1
GENE_0269,S13,11
GENE_0447,S13,5
GENE_0059,S13,7
GENE_0297,S13,26
GENE_0153,S13,65
GENE_0490,S13,33
GENE_0433,S13,8
GENE_0109,S13,17
GENE_0110,S13,19
GENE_0340,S13,7
GENE_0039,S13,13
GENE_0147,S13,15
GENE_0466,S13,10
GENE_0151,S13,24
GENE_0292,S13,14
GENE_0416,S13,20
GENE_0435,S13,6
GENE_0308,S13,8
GENE_0159,S13,18
GENE_0253,S13,11
GENE_0341,S13,51
GENE_0457,S13,12
GENE_0333,S13,25
GENE_0316,S13,42
GENE_0028,S13,3
GENE_0319,S13,3
GENE_0278,S13,1
GENE_0370,S13,35
GENE_0217,S13,10
GENE_0091,S13,193
GENE_0086,S13,4
GENE_0343,S13,26
GENE_0356,S14,9
GENE_0233,S14,6
GENE_0232,S14,69
GENE_0160,S14,28
GENE_0049,S14,7
GENE_0245,S14,37
GENE_0130,S14,45
GENE_0477,S14,18
GENE_0054,S14,5
GENE_0427,S14,5
GENE_0349,S14,32
GENE_0018,S14,3
GENE_0207,S14,45
GENE_0282,S14,13
GENE_0298,S14,25
GENE_0004,S14,4
GENE_0241,S14,59
GENE_0265,S14,8
GENE_0249,S14,107
GENE_0126,S14,11
GENE_0385,S14,72
GENE_0310,S14,18
GENE_0276,S14,10
GENE_0070,S14,16
GENE_0306,S14,13
GENE_0201,S14,16
GENE_0075,S14,23
GENE_0239,S14,10
GENE_0172,S14,20
GENE_0417,S14,75
GENE_0318,S14,104
GENE_0029,S14,29
GENE_0475,S14,11
GENE_0071,S14,15
GENE_0347,S14,19
GENE_0350,S14,3
GENE_0033,S14,9
GENE_0021,S14,1
GENE_0437,S14,18
GENE_0037,S14,16
GENE_0452,S14,4
GENE_0492,S14,37
GENE_0423,S14,4
GENE_0001,S14,4
GENE_0309,S14,16
GENE_0317,S14,36
GENE_0044,S14,75
GENE_0209,S14,8
GENE_0228,S14,58
GENE_0030,S14,12
GENE_0058,S14,3
GENE_0164,S14,41
GENE_0022,S14,28
GENE_0038,S14,9
GENE_0372,S14,39
GENE_0100,S14,75
GENE_0119,S14,5
GENE_0146,S14,15
GENE_0148,S14,12
GENE_0322,S14,16
GENE_0389,S14,8
GENE_0390,S14,4
GENE_0420,S14,18
GENE_0066,S14,41
GENE_0279,S14,18
GENE_0090,S14,10
GENE_0129,S14,31
GENE_0205,S14,0
GENE_0125,S14,43
GENE_0453,S14,1
GENE_0473,S14,1
GENE_0367,S14,3
GENE_0304,S14,6
GENE_0122,S14,58
GENE_0032,S14,11
GENE_0208,S14,13
GENE_0012,S14,17
GENE_0335,S14,21
GENE_0321,S14,19
GENE_0360,S14,2
GENE_0111,S14,40
GENE_0079,S14,9
GENE_0373,S14,4
GENE_0144,S14,10
GENE_0155,S14,77
GENE_0196,S14,37
GENE_0302,S14,4
GENE_0254,S14,10
GENE_0461,S14,12
GENE_0454,S14,86
GENE_0237,S14,13
GENE_0383,S14,23
GENE_0206,S14,41
GENE_0355,S14,22
GENE_0320,S14,5
GENE_0183,S14,11
GENE_0188,S14,6
GENE_0230,S14,13
GENE_0378,S14,21
GENE_0406,S14,10
GENE_0213,S14,21
GENE_0008,S14,10
GENE_0293,S14,21
GENE_0496,S14,1
GENE_0348,S14,29
GENE_0104,S14,13
GENE_0313,S14,36
GENE_0081,S14,0
GENE_0289,S14,111
GENE_0212,S14,11
GENE_0476,S14,47
GENE_0359,S14,4
GENE_0068,S14,21
GENE_0399,S14,1
GENE_0216,S14,2
GENE_0305,S14,89
GENE_0048,S14,8
GENE_0366,S14,14
GENE_0112,S14,30
GENE_0133,S14,13
GENE_0005,S14,16
GENE_0169,S14,28
GENE_0495,S14,111
GENE_0200,S14,8
GENE_0445,S14,13
GENE_0248,S14,36
GENE_0264,S14,41
GENE_0351,S14,38
GENE_0137,S14,33
GENE_0274,S14,4
GENE_0120,S14,56
GENE_0152,S14,2
GENE_0250,S14,20
GENE_0326,S14,5
GENE_0386,S14,15
GENE_0052,S14,28
GENE_0398,S14,23
GENE_0365,S14,33
GENE_0281,S14,41
GENE_0440,S14,39
GENE_0202,S14,11
GENE_0134,S14,32
GENE_0027,S14,25
GENE_0460,S14,6
GENE_0247,S14,16
GENE_0231,S14,21
GENE_0061,S14,11
GENE_0286,S14,51
GENE_0162,S14,29
GENE_0270,S14,11
GENE_0157,S14,9
GENE_0315,S14,7
GENE_0062,S14,8
GENE_0244,S14,1
GENE_0123,S14,82
GENE_0470,S14,4
GENE_0462,S14,5
GENE_0284,S14,3
GENE_0025,S14,2
GENE_0221,S14,8
GENE_0189,S14,77
GENE_0334,S14,33
GENE_0000,S14,6
GENE_0259,S14,127
GENE_0117,S14,45
GENE_0480,S14,15
GENE_0010,S14,2
GENE_0099,S14,115
GENE_0449,S14,3
GENE_0149,S14,1
GENE_0165,S14,77
GENE_0262,S14,135
GENE_0407,S14,50
GENE_0388,S14,19
GENE_0443,S14,32
GENE_0127,S14,12
GENE_0055,S14,31
GENE_0363,S14,13
GENE_0455,S14,9
GENE_0145,S14,21
GENE_0346,S14,5
GENE_0436,S14,12
GENE_0168,S14,3
GENE_0288,S14,19
GENE_0252,S14,4
GENE_0142,S14,2
GENE_0089,S14,18
GENE_0051,S14,67
GENE_0413,S14,28
GENE_0177,S14,4
GENE_0240,S14,7
GENE_0478,S14,32
GENE_0186,S14,3
GENE_0088,S14,44
GENE_0439,S14,34
GENE_0344,S14,6
GENE_0007,S14,11
GENE_0411,S14,5
GENE_0105,S14,9
GENE_0429,S14,10
GENE_0256,S14,5
GENE_0394,S14,11
GENE_0140,S14,13
GENE_0203,S14,15
GENE_0098,S14,27
GENE_0376,S14,75
GENE_0064,S14,12
GENE_0497,S14,14
GENE_0481,S14,17
GENE_0498,S14,21
GENE_0215,S14,10
GENE_0431,S14,17
GENE_0017,S14,4
GENE_0491,S14,6
GENE_0235,S14,3
GENE_0368,S14,47
GENE_0173,S14,2
GENE_0009,S14,4
GENE_0311,S14,6
GENE_0412,S14,29
GENE_0257,S14,10
GENE_0006,S14,38
GENE_0357,S14,12
GENE_0094,S14,9
GENE_0199,S14,0
GENE_0156,S14,64
GENE_0396,S14,4
GENE_0014,S14,21
GENE_0392,S14,59
GENE_0263,S14,33
GENE_0325,S14,5
GENE_0056,S14,15
GENE_0139,S14,20
GENE_0330,S14,8
GENE_0131,S14,48
GENE_0451,S14,135
GENE_0332,S14,3
GENE_0083,S14,2
GENE_0494,S14,11
GENE_0425,S14,193
GENE_0041,S14,3
GENE_0220,S14,73
GENE_0211,S14,84
GENE_0176,S14,7
GENE_0418,S14,28
GENE_0345,S14,79
GENE_0193,S14,9
GENE_0472,S14,9
GENE_0393,S14,3
GENE_0106,S14,6
GENE_0121,S14,6
GENE_0050,S14,4
GENE_0024,S14,21
GENE_0073,S14,8
GENE_0266,S14,7
GENE_0184,S14,1
GENE_0124,S14,19
GENE_0016,S14,35
GENE_0214,S14,4
GENE_0379,S14,7
GENE_0082,S14,38
GENE_0002,S14,3
GENE_0369,S14,37
GENE_0047,S14,11
GENE_0338,S14,7
GENE_0243,S14,12
GENE_0180,S14,14
GENE_0422,S14,9
GENE_0223,S14,10
GENE_0197,S14,2
GENE_0342,S14,6
GENE_0013,S14,5
GENE_0434,S14,4
GENE_0273,S14,6
GENE_0227,S14,7
GENE_0078,S14,59
GENE_0362,S14,58
GENE_0380,S14,38
GENE_0271,S14,4
GENE_0115,S14,5
GENE_0441,S14,40
GENE_0459,S14,7
GENE_0077,S14,146
GENE_0011,S14,17
GENE_0063,S14,8
GENE_0493,S14,4
GENE_0226,S14,14
GENE_0060,S14,15
GENE_0181,S14,19
GENE_0261,S14,62
GENE_0040,S14,21
GENE_0294,S14,7
GENE_0092,S14,4
GENE_0410,S14,23
GENE_0485,S14,2
GENE_0255,S14,0
GENE_0192,S14,15
GENE_0377,S14,95
GENE_0042,S14,7
GENE_0486,S14,31
GENE_0290,S14,12
GENE_0421,S14,19
GENE_0295,S14,35
GENE_0154,S14,8
GENE_0072,S14,11
GENE_0438,S14,24
GENE_0287,S14,10
GENE_0384,S14,43
GENE_0414,S14,12
GENE_0195,S14,6
GENE_0103,S14,17
GENE_0185,S14,2
GENE_0171,S14,11
GENE_0364,S14,8
GENE_0458,S14,16
GENE_0479,S14,21
GENE_0352,S14,7
GENE_0303,S14,35
GENE_0034,S14,49
GENE_0150,S14,22
GENE_0015,S14,14
GENE_0035,S14,4
GENE_0339,S14,8
GENE_0182,S14,13
GENE_0175,S14,9
GENE_0467,S14,11
GENE_0314,S14,24
GENE_0132,S14,24
GENE_0107,S14,17
GENE_0019,S14,34
GENE_0403,S14,24
GENE_0484,S14,2
GENE_0483,S14,3
GENE_0219,S14,8
GENE_0471,S14,3
GENE_0057,S14,28
GENE_0170,S14,42
GENE_0218,S14,48
GENE_0430,S14,16
GENE_0065,S14,46
GENE_0337,S14,12
GENE_0301,S14,11
GENE_0336,S14,11
GENE_0277,S14,3
GENE_0191,S14,9
GENE_0003,S14,15
GENE_0474,S14,19
GENE_0084,S14,12
GENE_0085,S14,26
GENE_0190,S14,41
GENE_0194,S14,25
GENE_0432,S14,3
GENE_0167,S14,2
GENE_0108,S14,24
GENE_0080,S14,5
GENE_0267,S14,7
GENE_0102,S14,4
GENE_0225,S14,1
GENE_0444,S14,25
GENE_0116,S14,15
GENE_0296,S14,6
GENE_0323,S14,0
GENE_0143,S14,2
GENE_0489,S14,14
GENE_0307,S14,5
GENE_0031,S14,11
GENE_0285,S14,9
GENE_0419,S14,55
GENE_0487,S14,10
GENE_0395,S14,5
GENE_0053,S14,36
GENE_0234,S14,9
GENE_0097,S14,9
GENE_0222,S14,16
GENE_0464,S14,10
GENE_0387,S14,6
GENE_0374,S14,7
GENE_0158,S14,64
GENE_0118,S14,2
GENE_0268,S14,4
GENE_0275,S14,38
GENE_0067,S14,7
GENE_0358,S14,2
GENE_0260,S14,26
GENE_0026,S14,9
GENE_0381,S14,63
GENE_0095,S14,26
GENE_0456,S14,2
GENE_0463,S14,77
GENE_0468,S14,9
GENE_0448,S14,19
GENE_0401,S14,17
GENE_0242,S14,45
GENE_0114,S14,62
GENE_0331,S14,14
GENE_0469,S14,6
GENE_0324,S14,16
GENE_0045,S14,1
GENE_0074,S14,96
GENE_0354,S14,11
GENE_0397,S14,6
GENE_0328,S14,7
GENE_0136,S14,2
GENE_0224,S14,2
GENE_0391,S14,42
GENE_0076,S14,7
GENE_0361,S14,8
GENE_0405,S14,21
GENE_0329,S14,61
GENE_0428,S14,24
GENE_0280,S14,16
GENE_0402,S14,4
GENE_0246,S14,6
GENE_0327,S14,42
GENE_0087,S14,10
GENE_0229,S14,13
GENE_0258,S14,38
GENE_0187,S14,20
GENE_0141,S14,10
GENE_0488,S14,83
GENE_0450,S14,11
GENE_0020,S14,93
GENE_0426,S14,14
GENE_0251,S14,17
GENE_0238,S14,132
GENE_0023,S14,10
GENE_0371,S14,29
GENE_0299,S14,22
GENE_0300,S14,4
GENE_0036,S14,3
GENE_0499,S14,5
GENE_0283,S14,3
GENE_0382,S14,110
GENE_0179,S14,3
GENE_0113,S14,9
GENE_0482,S14,12
GENE_0446,S14,21
GENE_0178,S14,16
GENE_0375,S14,26
GENE_0069,S14,5
GENE_0404,S14,12
GENE_0163,S14,14
GENE_0442,S14,21
GENE_0409,S14,83
GENE_0046,S14,11
GENE_0465,S14,26
GENE_0161,S14,21
GENE_0291,S14,38
GENE_0424,S14,13
GENE_0128,S14,4
GENE_0408,S14,8
GENE_0135,S14,9
GENE_0236,S14,5
GENE_0043,S14,22
GENE_0174,S14,34
GENE_0138,S14,16
GENE_0166,S14,88
GENE_0400,S14,56
GENE_0415,S14,25
GENE_0272,S14,226
GENE_0204,S14,23
GENE_0210,S14,2
GENE_0353,S14,27
GENE_0312,S14,8
GENE_0198,S14,29
GENE_0096,S14,31
GENE_0093,S14,13
GENE_0101,S14,1
GENE_0269,S14,8
GENE_0447,S14,20
GENE_0059,S14,7
GENE_0297,S14,20
GENE_0153,S14,60
GENE_0490,S14,15
GENE_0433,S14,3
GENE_0109,S14,11
GENE_0110,S14,35
GENE_0340,S14,7
GENE_0039,S14,6
GENE_0147,S14,9
GENE_0466,S14,6
GENE_0151,S14,21
GENE_0292,S14,13
GENE_0416,S14,15
GENE_0435,S14,7
GENE_0308,S14,11
GENE_0159,S14,33
GENE_0253,S14,12
GENE_0341,S14,69
GENE_0457,S14,16
GENE_0333,S14,20
GENE_0316,S14,31
GENE_0028,S14,2
GENE_0319,S14,2
GENE_0278,S14,0
GENE_0370,S14,37
GENE_0217,S14,6
GENE_0091,S14,139
GENE_0086,S14,11
GENE_0343,S14,22
GENE_0356,S15,2
GENE_0233,S15,6
GENE_0232,S15,48
GENE_0160,S15,26
GENE_0049,S15,9
GENE_0245,S15,45
GENE_0130,S15,47
GENE_0477,S15,29
GENE_0054,S15,12
GENE_0427,S15,9
GENE_0349,S15,20
GENE_0018,S15,12
GENE_0207,S15,33
GENE_0282,S15,9
GENE_0298,S15,34
GENE_0004,S15,4
GENE_0241,S15,26
GENE_0265,S15,14
GENE_0249,S15,108
GENE_0126,S15,9
GENE_0385,S15,92
GENE_0310,S15,18
GENE_0276,S15,3
GENE_0070,S15,8
GENE_0306,S15,11
GENE_0201,S15,15
GENE_0075,S15,26
GENE_0239,S15,5
GENE_0172,S15,20
GENE_0417,S15,119
GENE_0318,S15,73
GENE_0029,S15,23
GENE_0475,S15,13
GENE_0071,S15,12
GENE_0347,S15,29
GENE_0350,S15,8
GENE_0033,S15,8
GENE_0021,S15,3
GENE_0437,S15,27
GENE_0037,S15,22
GENE_0452,S15,8
GENE_0492,S15,75
GENE_0423,S15,8
GENE_0001,S15,2
GENE_0309,S15,12
GENE_0317,S15,27
GENE_0044,S15,64
GENE_0209,S15,6
GENE_0228,S15,44
GENE_0030,S15,7
GENE_0058,S15,10
GENE_0164,S15,10
GENE_0022,S15,35
GENE_0038,S15,3
GENE_0372,S15,48
GENE_0100,S15,74
GENE_0119,S15,1
GENE_0146,S15,12
GENE_0148,S15,12
GENE_0322,S15,22
GENE_0389,S15,5
GENE_0390,S15,8
GENE_0420,S15,12
GENE_0066,S15,25
GENE_0279,S15,15
GENE_0090,S15,13
GENE_0129,S15,21
GENE_0205,S15,1
GENE_0125,S15,30
GENE_0453,S15,1
GENE_0473,S15,18
GENE_0367,S15,2
GENE_0304,S15,2
GENE_0122,S15,19
GENE_0032,S15,4
GENE_0208,S15,25
GENE_0012,S15,13
GENE_0335,S15,7
GENE_0321,S15,17
GENE_0360,S15,4
GENE_0111,S15,34
GENE_0079,S15,5
GENE_0373,S15,2
GENE_0144,S15,13
GENE_0155,S15,44
GENE_0196,S15,16
GENE_0302,S15,12
GENE_0254,S15,6
GENE_0461,S15,4
GENE_0454,S15,114
GENE_0237,S15,16
GENE_0383,S15,24
GENE_0206,S15,29
GENE_0355,S15,22
GENE_0320,S15,10
GENE_0183,S15,19
GENE_0188,S15,13
GENE_0230,S15,12
GENE_0378,S15,35
GENE_0406,S15,16
GENE_0213,S15,19
GENE_0008,S15,18
GENE_0293,S15,13
GENE_0496,S15,0
GENE_0348,S15,32
GENE_0104,S15,39
GENE_0313,S15,45
GENE_0081,S15,0
GENE_0289,S15,102
GENE_0212,S15,18
GENE_0476,S15,43
GENE_0359,S15,4
GENE_0068,S15,20
GENE_0399,S15,3
GENE_0216,S15,9
GENE_0305,S15,50
GENE_0048,S15,8
GENE_0366,S15,19
GENE_0112,S15,34
GENE_0133,S15,25
GENE_0005,S15,16
GENE_0169,S15,21
GENE_0495,S15,132
GENE_0200,S15,10
GENE_0445,S15,20
GENE_0248,S15,30
GENE_0264,S15,33
GENE_0351,S15,49
GENE_0137,S15,21
GENE_0274,S15,4
GENE_0120,S15,111
GENE_0152,S15,8
GENE_0250,S15,11
GENE_0326,S15,4
GENE_0386,S15,13
GENE_0052,S15,31
GENE_0398,S15,15
GENE_0365,S15,12
GENE_0281,S15,74
GENE_0440,S15,39
GENE_0202,S15,9
GENE_0134,S15,25
