cell_id,gene,count,sample_id,cluster
CELL_0256,GENE_0422,2,S04,Cluster_1
CELL_0256,GENE_0170,2,S04,Cluster_1
CELL_0256,GENE_0345,7,S04,Cluster_1
CELL_0256,GENE_0044,7,S04,Cluster_1
CELL_0256,GENE_0064,15,S04,Cluster_1
CELL_0256,GENE_0191,10,S04,Cluster_1
CELL_0256,GENE_0312,14,S04,Cluster_1
CELL_0256,GENE_0379,13,S04,Cluster_1
CELL_0256,GENE_0338,11,S04,Cluster_1
CELL_0256,GENE_0058,8,S04,Cluster_1
CELL_0256,GENE_0387,1,S04,Cluster_1
CELL_0256,GENE_0374,3,S04,Cluster_1
CELL_0256,GENE_0140,1,S04,Cluster_1
CELL_0256,GENE_0287,2,S04,Cluster_1
CELL_0256,GENE_0291,15,S04,Cluster_1
CELL_0256,GENE_0006,1,S04,Cluster_1
CELL_0256,GENE_0259,4,S04,Cluster_1
CELL_0256,GENE_0043,2,S04,Cluster_1
CELL_0256,GENE_0491,1,S04,Cluster_1
CELL_0256,GENE_0009,4,S04,Cluster_1
CELL_0256,GENE_0408,2,S04,Cluster_1
CELL_0256,GENE_0359,2,S04,Cluster_1
CELL_0256,GENE_0375,2,S04,Cluster_1
CELL_0256,GENE_0296,4,S04,Cluster_1
CELL_0256,GENE_0083,5,S04,Cluster_1
CELL_0256,GENE_0080,9,S04,Cluster_1
CELL_0256,GENE_0237,3,S04,Cluster_1
CELL_0256,GENE_0274,3,S04,Cluster_1
CELL_0256,GENE_0088,3,S04,Cluster_1
CELL_0256,GENE_0116,3,S04,Cluster_1
CELL_0256,GENE_0216,9,S04,Cluster_1
CELL_0256,GENE_0005,3,S04,Cluster_1
CELL_0256,GENE_0241,10,S04,Cluster_1
CELL_0257,GENE_0275,1,S12,Cluster_1
CELL_0257,GENE_0059,14,S12,Cluster_1
CELL_0257,GENE_0469,3,S12,Cluster_1
CELL_0257,GENE_0378,7,S12,Cluster_1
CELL_0257,GENE_0487,7,S12,Cluster_1
CELL_0257,GENE_0410,7,S12,Cluster_1
CELL_0257,GENE_0323,6,S12,Cluster_1
CELL_0257,GENE_0124,2,S12,Cluster_1
CELL_0257,GENE_0047,18,S12,Cluster_1
CELL_0257,GENE_0480,11,S12,Cluster_1
CELL_0257,GENE_0393,4,S12,Cluster_1
CELL_0257,GENE_0005,1,S12,Cluster_1
CELL_0257,GENE_0435,3,S12,Cluster_1
CELL_0257,GENE_0286,3,S12,Cluster_1
CELL_0257,GENE_0259,4,S12,Cluster_1
CELL_0257,GENE_0305,12,S12,Cluster_1
CELL_0257,GENE_0332,7,S12,Cluster_1
CELL_0257,GENE_0041,1,S12,Cluster_1
CELL_0257,GENE_0204,3,S12,Cluster_1
CELL_0257,GENE_0391,10,S12,Cluster_1
CELL_0257,GENE_0044,6,S12,Cluster_1
CELL_0257,GENE_0138,1,S12,Cluster_1
CELL_0257,GENE_0043,9,S12,Cluster_1
CELL_0257,GENE_0028,10,S12,Cluster_1
CELL_0257,GENE_0051,1,S12,Cluster_1
CELL_0257,GENE_0426,5,S12,Cluster_1
CELL_0257,GENE_0083,5,S12,Cluster_1
CELL_0257,GENE_0258,5,S12,Cluster_1
CELL_0257,GENE_0096,3,S12,Cluster_1
CELL_0257,GENE_0345,8,S12,Cluster_1
CELL_0257,GENE_0135,16,S12,Cluster_1
CELL_0257,GENE_0110,2,S12,Cluster_1
CELL_0257,GENE_0116,3,S12,Cluster_1
CELL_0257,GENE_0011,6,S12,Cluster_1
CELL_0257,GENE_0172,5,S12,Cluster_1
CELL_0257,GENE_0194,4,S12,Cluster_1
CELL_0257,GENE_0148,7,S12,Cluster_1
CELL_0258,GENE_0250,8,S16,Cluster_3
CELL_0258,GENE_0494,14,S16,Cluster_3
CELL_0258,GENE_0259,13,S16,Cluster_3
CELL_0258,GENE_0117,6,S16,Cluster_3
CELL_0258,GENE_0295,3,S16,Cluster_3
CELL_0258,GENE_0307,3,S16,Cluster_3
CELL_0258,GENE_0000,14,S16,Cluster_3
CELL_0258,GENE_0005,14,S16,Cluster_3
CELL_0258,GENE_0302,4,S16,Cluster_3
CELL_0258,GENE_0458,3,S16,Cluster_3
CELL_0258,GENE_0022,1,S16,Cluster_3
CELL_0258,GENE_0237,33,S16,Cluster_3
CELL_0258,GENE_0091,12,S16,Cluster_3
CELL_0258,GENE_0296,8,S16,Cluster_3
CELL_0258,GENE_0298,23,S16,Cluster_3
CELL_0258,GENE_0139,3,S16,Cluster_3
CELL_0258,GENE_0352,2,S16,Cluster_3
CELL_0258,GENE_0376,24,S16,Cluster_3
CELL_0258,GENE_0257,1,S16,Cluster_3
CELL_0258,GENE_0111,7,S16,Cluster_3
CELL_0258,GENE_0428,12,S16,Cluster_3
CELL_0258,GENE_0281,27,S16,Cluster_3
CELL_0258,GENE_0162,20,S16,Cluster_3
CELL_0258,GENE_0327,18,S16,Cluster_3
CELL_0258,GENE_0312,13,S16,Cluster_3
CELL_0258,GENE_0020,9,S16,Cluster_3
CELL_0258,GENE_0029,17,S16,Cluster_3
CELL_0258,GENE_0043,12,S16,Cluster_3
CELL_0258,GENE_0336,23,S16,Cluster_3
CELL_0258,GENE_0193,4,S16,Cluster_3
CELL_0258,GENE_0255,4,S16,Cluster_3
CELL_0258,GENE_0480,3,S16,Cluster_3
CELL_0258,GENE_0204,14,S16,Cluster_3
CELL_0258,GENE_0176,4,S16,Cluster_3
CELL_0258,GENE_0150,22,S16,Cluster_3
CELL_0258,GENE_0155,10,S16,Cluster_3
CELL_0258,GENE_0489,6,S16,Cluster_3
CELL_0258,GENE_0492,9,S16,Cluster_3
CELL_0259,GENE_0148,16,S05,Cluster_4
CELL_0259,GENE_0011,22,S05,Cluster_4
CELL_0259,GENE_0414,6,S05,Cluster_4
CELL_0259,GENE_0035,7,S05,Cluster_4
CELL_0259,GENE_0314,15,S05,Cluster_4
CELL_0259,GENE_0413,4,S05,Cluster_4
CELL_0259,GENE_0345,3,S05,Cluster_4
CELL_0259,GENE_0352,4,S05,Cluster_4
CELL_0259,GENE_0101,20,S05,Cluster_4
CELL_0259,GENE_0212,7,S05,Cluster_4
CELL_0259,GENE_0393,6,S05,Cluster_4
CELL_0259,GENE_0439,3,S05,Cluster_4
CELL_0259,GENE_0275,21,S05,Cluster_4
CELL_0259,GENE_0091,4,S05,Cluster_4
CELL_0259,GENE_0193,6,S05,Cluster_4
CELL_0259,GENE_0449,5,S05,Cluster_4
CELL_0259,GENE_0480,5,S05,Cluster_4
CELL_0259,GENE_0353,5,S05,Cluster_4
CELL_0259,GENE_0241,2,S05,Cluster_4
CELL_0259,GENE_0287,1,S05,Cluster_4
CELL_0259,GENE_0421,2,S05,Cluster_4
CELL_0259,GENE_0451,18,S05,Cluster_4
CELL_0259,GENE_0469,1,S05,Cluster_4
CELL_0259,GENE_0122,9,S05,Cluster_4
CELL_0259,GENE_0210,27,S05,Cluster_4
CELL_0259,GENE_0041,7,S05,Cluster_4
CELL_0259,GENE_0293,19,S05,Cluster_4
CELL_0259,GENE_0161,18,S05,Cluster_4
CELL_0259,GENE_0021,4,S05,Cluster_4
CELL_0259,GENE_0008,2,S05,Cluster_4
CELL_0259,GENE_0051,7,S05,Cluster_4
CELL_0259,GENE_0140,2,S05,Cluster_4
CELL_0259,GENE_0250,3,S05,Cluster_4
CELL_0259,GENE_0322,3,S05,Cluster_4
CELL_0259,GENE_0391,5,S05,Cluster_4
CELL_0259,GENE_0079,2,S05,Cluster_4
CELL_0259,GENE_0280,6,S05,Cluster_4
CELL_0259,GENE_0407,15,S05,Cluster_4
CELL_0259,GENE_0032,1,S05,Cluster_4
CELL_0260,GENE_0410,7,S18,Cluster_4
CELL_0260,GENE_0305,16,S18,Cluster_4
CELL_0260,GENE_0439,12,S18,Cluster_4
CELL_0260,GENE_0480,6,S18,Cluster_4
CELL_0260,GENE_0408,3,S18,Cluster_4
CELL_0260,GENE_0035,4,S18,Cluster_4
CELL_0260,GENE_0047,10,S18,Cluster_4
CELL_0260,GENE_0348,8,S18,Cluster_4
CELL_0260,GENE_0150,1,S18,Cluster_4
CELL_0260,GENE_0172,43,S18,Cluster_4
CELL_0260,GENE_0360,3,S18,Cluster_4
CELL_0260,GENE_0110,3,S18,Cluster_4
CELL_0260,GENE_0458,2,S18,Cluster_4
CELL_0260,GENE_0255,2,S18,Cluster_4
CELL_0260,GENE_0044,5,S18,Cluster_4
CELL_0260,GENE_0116,9,S18,Cluster_4
CELL_0260,GENE_0286,14,S18,Cluster_4
CELL_0260,GENE_0494,26,S18,Cluster_4
CELL_0260,GENE_0122,11,S18,Cluster_4
CELL_0260,GENE_0359,3,S18,Cluster_4
CELL_0260,GENE_0212,17,S18,Cluster_4
CELL_0260,GENE_0281,2,S18,Cluster_4
CELL_0260,GENE_0221,14,S18,Cluster_4
CELL_0260,GENE_0045,8,S18,Cluster_4
CELL_0260,GENE_0090,8,S18,Cluster_4
CELL_0260,GENE_0388,8,S18,Cluster_4
CELL_0260,GENE_0298,10,S18,Cluster_4
CELL_0260,GENE_0323,8,S18,Cluster_4
CELL_0260,GENE_0491,13,S18,Cluster_4
CELL_0260,GENE_0166,9,S18,Cluster_4
CELL_0260,GENE_0433,8,S18,Cluster_4
CELL_0260,GENE_0318,9,S18,Cluster_4
CELL_0260,GENE_0005,13,S18,Cluster_4
CELL_0260,GENE_0352,2,S18,Cluster_4
CELL_0260,GENE_0214,1,S18,Cluster_4
CELL_0260,GENE_0028,14,S18,Cluster_4
CELL_0260,GENE_0295,1,S18,Cluster_4
CELL_0260,GENE_0091,1,S18,Cluster_4
CELL_0260,GENE_0492,1,S18,Cluster_4
CELL_0261,GENE_0267,8,S18,Cluster_5
CELL_0261,GENE_0073,13,S18,Cluster_5
CELL_0261,GENE_0098,10,S18,Cluster_5
CELL_0261,GENE_0021,27,S18,Cluster_5
CELL_0261,GENE_0406,14,S18,Cluster_5
CELL_0261,GENE_0389,5,S18,Cluster_5
CELL_0261,GENE_0276,1,S18,Cluster_5
CELL_0261,GENE_0336,3,S18,Cluster_5
CELL_0261,GENE_0111,8,S18,Cluster_5
CELL_0261,GENE_0375,5,S18,Cluster_5
CELL_0261,GENE_0388,15,S18,Cluster_5
CELL_0261,GENE_0480,4,S18,Cluster_5
CELL_0261,GENE_0096,8,S18,Cluster_5
CELL_0261,GENE_0470,11,S18,Cluster_5
CELL_0261,GENE_0212,1,S18,Cluster_5
CELL_0261,GENE_0090,6,S18,Cluster_5
CELL_0261,GENE_0291,5,S18,Cluster_5
CELL_0261,GENE_0044,14,S18,Cluster_5
CELL_0261,GENE_0139,9,S18,Cluster_5
CELL_0261,GENE_0083,5,S18,Cluster_5
CELL_0261,GENE_0420,3,S18,Cluster_5
CELL_0261,GENE_0231,25,S18,Cluster_5
CELL_0261,GENE_0275,9,S18,Cluster_5
CELL_0261,GENE_0006,32,S18,Cluster_5
CELL_0261,GENE_0353,5,S18,Cluster_5
CELL_0261,GENE_0158,7,S18,Cluster_5
CELL_0261,GENE_0011,4,S18,Cluster_5
CELL_0261,GENE_0461,12,S18,Cluster_5
CELL_0261,GENE_0145,4,S18,Cluster_5
CELL_0261,GENE_0170,8,S18,Cluster_5
CELL_0261,GENE_0091,4,S18,Cluster_5
CELL_0261,GENE_0312,6,S18,Cluster_5
CELL_0261,GENE_0022,9,S18,Cluster_5
CELL_0261,GENE_0439,4,S18,Cluster_5
CELL_0261,GENE_0287,35,S18,Cluster_5
CELL_0261,GENE_0058,1,S18,Cluster_5
CELL_0261,GENE_0329,1,S18,Cluster_5
CELL_0261,GENE_0002,10,S18,Cluster_5
CELL_0261,GENE_0256,3,S18,Cluster_5
CELL_0262,GENE_0287,4,S19,Cluster_4
CELL_0262,GENE_0414,13,S19,Cluster_4
CELL_0262,GENE_0047,8,S19,Cluster_4
CELL_0262,GENE_0327,10,S19,Cluster_4
CELL_0262,GENE_0063,60,S19,Cluster_4
CELL_0262,GENE_0112,20,S19,Cluster_4
CELL_0262,GENE_0491,19,S19,Cluster_4
CELL_0262,GENE_0032,10,S19,Cluster_4
CELL_0262,GENE_0073,5,S19,Cluster_4
CELL_0262,GENE_0038,2,S19,Cluster_4
CELL_0262,GENE_0259,53,S19,Cluster_4
CELL_0262,GENE_0348,4,S19,Cluster_4
CELL_0262,GENE_0256,14,S19,Cluster_4
CELL_0262,GENE_0020,4,S19,Cluster_4
CELL_0262,GENE_0005,32,S19,Cluster_4
CELL_0262,GENE_0119,5,S19,Cluster_4
CELL_0262,GENE_0387,8,S19,Cluster_4
CELL_0262,GENE_0219,4,S19,Cluster_4
CELL_0262,GENE_0170,11,S19,Cluster_4
CELL_0262,GENE_0307,49,S19,Cluster_4
CELL_0262,GENE_0322,3,S19,Cluster_4
CELL_0262,GENE_0188,16,S19,Cluster_4
CELL_0262,GENE_0146,6,S19,Cluster_4
CELL_0262,GENE_0492,1,S19,Cluster_4
CELL_0262,GENE_0083,7,S19,Cluster_4
CELL_0262,GENE_0312,22,S19,Cluster_4
CELL_0262,GENE_0210,2,S19,Cluster_4
CELL_0262,GENE_0421,4,S19,Cluster_4
CELL_0262,GENE_0286,3,S19,Cluster_4
CELL_0262,GENE_0145,8,S19,Cluster_4
CELL_0262,GENE_0338,19,S19,Cluster_4
CELL_0262,GENE_0410,1,S19,Cluster_4
CELL_0262,GENE_0006,11,S19,Cluster_4
CELL_0262,GENE_0489,6,S19,Cluster_4
CELL_0262,GENE_0420,12,S19,Cluster_4
CELL_0262,GENE_0011,2,S19,Cluster_4
CELL_0262,GENE_0282,6,S19,Cluster_4
CELL_0262,GENE_0269,9,S19,Cluster_4
CELL_0262,GENE_0422,7,S19,Cluster_4
CELL_0263,GENE_0170,4,S13,Cluster_1
CELL_0263,GENE_0148,9,S13,Cluster_1
CELL_0263,GENE_0287,14,S13,Cluster_1
CELL_0263,GENE_0098,2,S13,Cluster_1
CELL_0263,GENE_0327,3,S13,Cluster_1
CELL_0263,GENE_0353,1,S13,Cluster_1
CELL_0263,GENE_0387,5,S13,Cluster_1
CELL_0263,GENE_0485,3,S13,Cluster_1
CELL_0263,GENE_0103,2,S13,Cluster_1
CELL_0263,GENE_0028,5,S13,Cluster_1
CELL_0263,GENE_0332,4,S13,Cluster_1
CELL_0263,GENE_0108,1,S13,Cluster_1
CELL_0263,GENE_0011,3,S13,Cluster_1
CELL_0263,GENE_0096,2,S13,Cluster_1
CELL_0263,GENE_0469,16,S13,Cluster_1
CELL_0263,GENE_0470,4,S13,Cluster_1
CELL_0263,GENE_0280,2,S13,Cluster_1
CELL_0263,GENE_0475,3,S13,Cluster_1
CELL_0263,GENE_0111,4,S13,Cluster_1
CELL_0263,GENE_0000,8,S13,Cluster_1
CELL_0263,GENE_0337,5,S13,Cluster_1
CELL_0263,GENE_0293,5,S13,Cluster_1
CELL_0263,GENE_0407,1,S13,Cluster_1
CELL_0263,GENE_0059,5,S13,Cluster_1
CELL_0263,GENE_0194,3,S13,Cluster_1
CELL_0263,GENE_0296,12,S13,Cluster_1
CELL_0263,GENE_0392,4,S13,Cluster_1
CELL_0263,GENE_0457,2,S13,Cluster_1
CELL_0263,GENE_0452,5,S13,Cluster_1
CELL_0263,GENE_0160,2,S13,Cluster_1
CELL_0263,GENE_0433,3,S13,Cluster_1
CELL_0263,GENE_0451,2,S13,Cluster_1
CELL_0263,GENE_0352,2,S13,Cluster_1
CELL_0263,GENE_0073,2,S13,Cluster_1
CELL_0263,GENE_0379,2,S13,Cluster_1
CELL_0264,GENE_0176,20,S01,Cluster_5
CELL_0264,GENE_0138,7,S01,Cluster_5
CELL_0264,GENE_0269,1,S01,Cluster_5
CELL_0264,GENE_0041,4,S01,Cluster_5
CELL_0264,GENE_0086,3,S01,Cluster_5
CELL_0264,GENE_0376,9,S01,Cluster_5
CELL_0264,GENE_0112,8,S01,Cluster_5
CELL_0264,GENE_0278,18,S01,Cluster_5
CELL_0264,GENE_0290,13,S01,Cluster_5
CELL_0264,GENE_0216,21,S01,Cluster_5
CELL_0264,GENE_0175,6,S01,Cluster_5
CELL_0264,GENE_0005,7,S01,Cluster_5
CELL_0264,GENE_0063,14,S01,Cluster_5
CELL_0264,GENE_0446,4,S01,Cluster_5
CELL_0264,GENE_0058,9,S01,Cluster_5
CELL_0264,GENE_0202,9,S01,Cluster_5
CELL_0264,GENE_0379,7,S01,Cluster_5
CELL_0264,GENE_0281,3,S01,Cluster_5
CELL_0264,GENE_0079,14,S01,Cluster_5
CELL_0264,GENE_0276,22,S01,Cluster_5
CELL_0264,GENE_0006,3,S01,Cluster_5
CELL_0264,GENE_0307,14,S01,Cluster_5
CELL_0264,GENE_0188,2,S01,Cluster_5
CELL_0264,GENE_0292,18,S01,Cluster_5
CELL_0264,GENE_0414,7,S01,Cluster_5
CELL_0264,GENE_0192,1,S01,Cluster_5
CELL_0264,GENE_0090,2,S01,Cluster_5
CELL_0264,GENE_0489,6,S01,Cluster_5
CELL_0264,GENE_0223,14,S01,Cluster_5
CELL_0264,GENE_0087,22,S01,Cluster_5
CELL_0264,GENE_0322,3,S01,Cluster_5
CELL_0264,GENE_0407,15,S01,Cluster_5
CELL_0264,GENE_0059,18,S01,Cluster_5
CELL_0264,GENE_0470,4,S01,Cluster_5
CELL_0264,GENE_0236,4,S01,Cluster_5
CELL_0264,GENE_0000,50,S01,Cluster_5
CELL_0264,GENE_0004,15,S01,Cluster_5
CELL_0264,GENE_0164,13,S01,Cluster_5
CELL_0264,GENE_0153,11,S01,Cluster_5
CELL_0265,GENE_0290,9,S08,Cluster_4
CELL_0265,GENE_0061,1,S08,Cluster_4
CELL_0265,GENE_0124,2,S08,Cluster_4
CELL_0265,GENE_0164,65,S08,Cluster_4
CELL_0265,GENE_0231,4,S08,Cluster_4
CELL_0265,GENE_0389,2,S08,Cluster_4
CELL_0265,GENE_0259,6,S08,Cluster_4
CELL_0265,GENE_0280,24,S08,Cluster_4
CELL_0265,GENE_0275,5,S08,Cluster_4
CELL_0265,GENE_0410,7,S08,Cluster_4
CELL_0265,GENE_0327,4,S08,Cluster_4
CELL_0265,GENE_0292,9,S08,Cluster_4
CELL_0265,GENE_0214,1,S08,Cluster_4
CELL_0265,GENE_0494,2,S08,Cluster_4
CELL_0265,GENE_0098,5,S08,Cluster_4
CELL_0265,GENE_0428,9,S08,Cluster_4
CELL_0265,GENE_0088,6,S08,Cluster_4
CELL_0265,GENE_0080,6,S08,Cluster_4
CELL_0265,GENE_0361,5,S08,Cluster_4
CELL_0265,GENE_0004,8,S08,Cluster_4
CELL_0265,GENE_0140,18,S08,Cluster_4
CELL_0265,GENE_0336,5,S08,Cluster_4
CELL_0265,GENE_0454,11,S08,Cluster_4
CELL_0265,GENE_0267,10,S08,Cluster_4
CELL_0265,GENE_0059,9,S08,Cluster_4
CELL_0265,GENE_0150,2,S08,Cluster_4
CELL_0265,GENE_0045,1,S08,Cluster_4
CELL_0265,GENE_0047,1,S08,Cluster_4
CELL_0265,GENE_0439,7,S08,Cluster_4
CELL_0265,GENE_0043,8,S08,Cluster_4
CELL_0265,GENE_0421,1,S08,Cluster_4
CELL_0265,GENE_0376,5,S08,Cluster_4
CELL_0265,GENE_0193,9,S08,Cluster_4
CELL_0265,GENE_0318,3,S08,Cluster_4
CELL_0265,GENE_0119,13,S08,Cluster_4
CELL_0265,GENE_0469,5,S08,Cluster_4
CELL_0265,GENE_0388,4,S08,Cluster_4
CELL_0266,GENE_0491,5,S01,Cluster_3
CELL_0266,GENE_0318,16,S01,Cluster_3
CELL_0266,GENE_0361,4,S01,Cluster_3
CELL_0266,GENE_0134,4,S01,Cluster_3
CELL_0266,GENE_0193,9,S01,Cluster_3
CELL_0266,GENE_0086,12,S01,Cluster_3
CELL_0266,GENE_0332,1,S01,Cluster_3
CELL_0266,GENE_0255,10,S01,Cluster_3
CELL_0266,GENE_0214,4,S01,Cluster_3
CELL_0266,GENE_0212,3,S01,Cluster_3
CELL_0266,GENE_0092,4,S01,Cluster_3
CELL_0266,GENE_0276,4,S01,Cluster_3
CELL_0266,GENE_0111,6,S01,Cluster_3
CELL_0266,GENE_0451,11,S01,Cluster_3
CELL_0266,GENE_0420,43,S01,Cluster_3
CELL_0266,GENE_0353,2,S01,Cluster_3
CELL_0266,GENE_0446,7,S01,Cluster_3
CELL_0266,GENE_0307,3,S01,Cluster_3
CELL_0266,GENE_0257,7,S01,Cluster_3
CELL_0266,GENE_0150,6,S01,Cluster_3
CELL_0266,GENE_0017,5,S01,Cluster_3
CELL_0266,GENE_0148,6,S01,Cluster_3
CELL_0266,GENE_0342,1,S01,Cluster_3
CELL_0266,GENE_0176,24,S01,Cluster_3
CELL_0266,GENE_0274,4,S01,Cluster_3
CELL_0266,GENE_0322,2,S01,Cluster_3
CELL_0266,GENE_0379,24,S01,Cluster_3
CELL_0266,GENE_0080,8,S01,Cluster_3
CELL_0266,GENE_0360,9,S01,Cluster_3
CELL_0266,GENE_0172,5,S01,Cluster_3
CELL_0266,GENE_0059,8,S01,Cluster_3
CELL_0266,GENE_0258,2,S01,Cluster_3
CELL_0266,GENE_0103,5,S01,Cluster_3
CELL_0266,GENE_0108,5,S01,Cluster_3
CELL_0266,GENE_0388,11,S01,Cluster_3
CELL_0266,GENE_0013,6,S01,Cluster_3
CELL_0266,GENE_0232,6,S01,Cluster_3
CELL_0266,GENE_0042,8,S01,Cluster_3
CELL_0266,GENE_0194,2,S01,Cluster_3
CELL_0266,GENE_0219,2,S01,Cluster_3
CELL_0267,GENE_0116,1,S20,Cluster_1
CELL_0267,GENE_0034,3,S20,Cluster_1
CELL_0267,GENE_0305,10,S20,Cluster_1
CELL_0267,GENE_0422,11,S20,Cluster_1
CELL_0267,GENE_0280,4,S20,Cluster_1
CELL_0267,GENE_0251,14,S20,Cluster_1
CELL_0267,GENE_0091,14,S20,Cluster_1
CELL_0267,GENE_0439,17,S20,Cluster_1
CELL_0267,GENE_0236,1,S20,Cluster_1
CELL_0267,GENE_0192,5,S20,Cluster_1
CELL_0267,GENE_0158,3,S20,Cluster_1
CELL_0267,GENE_0258,4,S20,Cluster_1
CELL_0267,GENE_0413,2,S20,Cluster_1
CELL_0267,GENE_0469,16,S20,Cluster_1
CELL_0267,GENE_0022,12,S20,Cluster_1
CELL_0267,GENE_0129,2,S20,Cluster_1
CELL_0267,GENE_0191,1,S20,Cluster_1
CELL_0267,GENE_0219,11,S20,Cluster_1
CELL_0267,GENE_0124,23,S20,Cluster_1
CELL_0267,GENE_0408,1,S20,Cluster_1
CELL_0267,GENE_0211,2,S20,Cluster_1
CELL_0267,GENE_0261,8,S20,Cluster_1
CELL_0267,GENE_0378,5,S20,Cluster_1
CELL_0267,GENE_0223,29,S20,Cluster_1
CELL_0267,GENE_0013,4,S20,Cluster_1
CELL_0267,GENE_0073,5,S20,Cluster_1
CELL_0267,GENE_0232,7,S20,Cluster_1
CELL_0267,GENE_0352,6,S20,Cluster_1
CELL_0267,GENE_0020,1,S20,Cluster_1
CELL_0267,GENE_0041,4,S20,Cluster_1
CELL_0267,GENE_0354,7,S20,Cluster_1
CELL_0267,GENE_0108,5,S20,Cluster_1
CELL_0267,GENE_0452,1,S20,Cluster_1
CELL_0267,GENE_0295,7,S20,Cluster_1
CELL_0267,GENE_0470,2,S20,Cluster_1
CELL_0268,GENE_0059,5,S07,Cluster_1
CELL_0268,GENE_0457,4,S07,Cluster_1
CELL_0268,GENE_0083,7,S07,Cluster_1
CELL_0268,GENE_0210,6,S07,Cluster_1
CELL_0268,GENE_0314,1,S07,Cluster_1
CELL_0268,GENE_0440,3,S07,Cluster_1
CELL_0268,GENE_0388,8,S07,Cluster_1
CELL_0268,GENE_0043,3,S07,Cluster_1
CELL_0268,GENE_0232,3,S07,Cluster_1
CELL_0268,GENE_0194,7,S07,Cluster_1
CELL_0268,GENE_0038,8,S07,Cluster_1
CELL_0268,GENE_0161,8,S07,Cluster_1
CELL_0268,GENE_0348,4,S07,Cluster_1
CELL_0268,GENE_0051,6,S07,Cluster_1
CELL_0268,GENE_0101,19,S07,Cluster_1
CELL_0268,GENE_0446,4,S07,Cluster_1
CELL_0268,GENE_0475,7,S07,Cluster_1
CELL_0268,GENE_0421,1,S07,Cluster_1
CELL_0268,GENE_0227,1,S07,Cluster_1
CELL_0268,GENE_0259,2,S07,Cluster_1
CELL_0268,GENE_0480,2,S07,Cluster_1
CELL_0268,GENE_0064,3,S07,Cluster_1
CELL_0268,GENE_0378,7,S07,Cluster_1
CELL_0268,GENE_0391,1,S07,Cluster_1
CELL_0268,GENE_0006,6,S07,Cluster_1
CELL_0268,GENE_0011,10,S07,Cluster_1
CELL_0268,GENE_0296,8,S07,Cluster_1
CELL_0268,GENE_0492,11,S07,Cluster_1
CELL_0268,GENE_0420,2,S07,Cluster_1
CELL_0268,GENE_0029,6,S07,Cluster_1
CELL_0268,GENE_0112,3,S07,Cluster_1
CELL_0268,GENE_0360,16,S07,Cluster_1
CELL_0268,GENE_0143,11,S07,Cluster_1
CELL_0268,GENE_0009,6,S07,Cluster_1
CELL_0268,GENE_0281,8,S07,Cluster_1
CELL_0268,GENE_0489,4,S07,Cluster_1
CELL_0268,GENE_0139,7,S07,Cluster_1
CELL_0269,GENE_0291,9,S19,Cluster_4
CELL_0269,GENE_0164,2,S19,Cluster_4
CELL_0269,GENE_0259,3,S19,Cluster_4
CELL_0269,GENE_0454,26,S19,Cluster_4
CELL_0269,GENE_0376,6,S19,Cluster_4
CELL_0269,GENE_0119,27,S19,Cluster_4
CELL_0269,GENE_0307,6,S19,Cluster_4
CELL_0269,GENE_0295,4,S19,Cluster_4
CELL_0269,GENE_0282,18,S19,Cluster_4
CELL_0269,GENE_0407,7,S19,Cluster_4
CELL_0269,GENE_0148,15,S19,Cluster_4
CELL_0269,GENE_0122,4,S19,Cluster_4
CELL_0269,GENE_0354,4,S19,Cluster_4
CELL_0269,GENE_0073,2,S19,Cluster_4
CELL_0269,GENE_0378,3,S19,Cluster_4
CELL_0269,GENE_0387,11,S19,Cluster_4
CELL_0269,GENE_0332,1,S19,Cluster_4
CELL_0269,GENE_0146,4,S19,Cluster_4
CELL_0269,GENE_0075,1,S19,Cluster_4
CELL_0269,GENE_0380,7,S19,Cluster_4
CELL_0269,GENE_0257,10,S19,Cluster_4
CELL_0269,GENE_0219,7,S19,Cluster_4
CELL_0269,GENE_0172,1,S19,Cluster_4
CELL_0269,GENE_0275,12,S19,Cluster_4
CELL_0269,GENE_0296,6,S19,Cluster_4
CELL_0269,GENE_0298,17,S19,Cluster_4
CELL_0269,GENE_0032,1,S19,Cluster_4
CELL_0269,GENE_0080,25,S19,Cluster_4
CELL_0269,GENE_0393,1,S19,Cluster_4
CELL_0269,GENE_0373,5,S19,Cluster_4
CELL_0269,GENE_0256,2,S19,Cluster_4
CELL_0269,GENE_0302,1,S19,Cluster_4
CELL_0269,GENE_0485,8,S19,Cluster_4
CELL_0269,GENE_0353,36,S19,Cluster_4
CELL_0269,GENE_0106,6,S19,Cluster_4
CELL_0269,GENE_0231,4,S19,Cluster_4
CELL_0269,GENE_0348,3,S19,Cluster_4
CELL_0269,GENE_0392,11,S19,Cluster_4
CELL_0269,GENE_0043,6,S19,Cluster_4
CELL_0269,GENE_0452,1,S19,Cluster_4
CELL_0270,GENE_0291,17,S03,Cluster_3
CELL_0270,GENE_0138,3,S03,Cluster_3
CELL_0270,GENE_0000,5,S03,Cluster_3
CELL_0270,GENE_0051,2,S03,Cluster_3
CELL_0270,GENE_0096,2,S03,Cluster_3
CELL_0270,GENE_0087,10,S03,Cluster_3
CELL_0270,GENE_0241,4,S03,Cluster_3
CELL_0270,GENE_0454,10,S03,Cluster_3
CELL_0270,GENE_0083,2,S03,Cluster_3
CELL_0270,GENE_0259,42,S03,Cluster_3
